IMG;BENE_CULTURALE;TITOLO;SOGGETTO;TIPO_SCHEDA;CODICE_UNIVOCO;LOCALIZZAZIONE;CONTENITORE;DATAZIONE;AMBITO_CULTURALE;AUTORE;MATERIA_TECNICA;MISURE;CONDIZIONE_GIURIDICA;DATI_ANALITICI;ISCRIZIONE;NOTIZIE_STORICO-CRITICHE;ALTRA_LOCALIZZAZIONE;REPERIMENTO;ALTRE_ATTRIBUZIONI;COMMITTENZA;DATI_CATASTALI;GEOREFERENZIAZIONE;BIBLIOGRAFIA;DEFINIZIONE;DENOMINAZIONE;CLASSIFICAZIONE;REGIONE;PROVINCIA;COMUNE;LOCALITA;TOPONIMO;DIOCESI;INDIRIZZO;PROVVEDIMENTI_TUTELA;INVENTARIO;STIMA;RAPPORTO;ALTRI_CODICI;ENTE_SCHEDATORE;ENTE_COMPETENTE;AUTORI;ANNO_CREAZIONE;ANNO_MODIFICA;LAT;LON
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132907_dd000337.jpg;"FUSTO DI COLONNA, FRAMMENTO";"";"";"OA_2.00";"18 00053823";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVI/ XVIII ; 1500  - 1799 [CONTESTO]";"AMBITO LOCALE";"";"PIETRA GRANITICA";"alt. 89, diam. 32, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, POLISTENA";"";"";"";"";"";"";"FUSTO DI COLONNA";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.; Aggiornamento-revisione: ICCD (2001); ";"1995";"2001";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132905_dd000335.jpg;"RILIEVO, FRAMMENTO";"";"";"OA_2.00";"18 00053821";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVI/ XVIII ; 1500  - 1799 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"MARMO SCOLPITO";"alt. 13.4, largh. 12.7, prof. 14.5, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"PRESENTA UN MOTIVO A VOLUTA";"";"";"RC, POLISTENA";"";"";"";"";"";"";"RILIEVO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132920_dd000350.jpg;"PALIOTTO, FRAMMENTO";"";"";"OA_2.00";"18 00053836";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"MARMO SCOLPITO";"";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, CINQUEFRONDI";"";"";"";"";"";"";"PALIOTTO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132911_dd000341.jpg;"SCULTURA";"";"SAN SEBASTIANO";"OA_2.00";"18 00053827";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"TERRACOTTA DIPINTALEGNO";"alt. 64, largh. 21, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, POLISTENA";"";"";"";"";"";"";"SCULTURA";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133042_dd000475.jpg;"DIPINTO";"";"FRATE DOMENICANO CHE LEGGE";"OA_2.00";"18 00053954";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 88.2, largh. 70, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";" Posizione: SUL RETRO DELLA TELA; RESTAURATO DAL / PROF. MICHELE PRESTIPINO DA/ REGGIO CAL. 1962";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133044_dd000477.jpg;"DIPINTO";"";"MADONNA CHE INSEGNA A LEGGERE A GESU' BAMBINO";"OA_2.00";"18 00053956";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVI ; 1600  - 1699 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 75, largh. 61.3, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATOLA MADONNA TIENE L'INDICE SINISTRO TRA LE PAGINE DI UN LIBRO E COL BRACCIO DESTRO ABBRACCIA GESU' RAGAZZO. SULLO SFONDO A DESTRA SONO DUE ANGELI";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133049_dd000482.jpg;"DIPINTO";"";"PAESAGGIO CON FORTIFICAZIONI";"OA_2.00";"18 00053961";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 49.5, largh. 73.6, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";" Posizione: SUL RETRO DELLA TELA; RESTAURATO DAL/ PROF. MICHELE PRESTIPINO DA /REGGIO CAL. 1960";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133050_dd000483.jpg;"DIPINTO";"";"PAESAGGIO MARINO CON ISOLOTTO";"OA_2.00";"18 00053962";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 49.5, largh. 74.3, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA UNA TENUE CROMIA";"";"";"";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133051_dd000484.jpg;"DIPINTO";"";"PAESAGGIO CON ALBERI E FIGURA";"OA_2.00";"18 00053963";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 30.5, largh. 40.1, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";" Posizione: SUL RETRO DELLA TELA; ALL'ORNATISSIMO SIGNORE/CA.RE (...) IGNAZIO LAVAGNA/ IN SEGNO DELL'ANTICAE SINCERA AMICIZIA. L'AUTORE";"";"";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133053_dd000486.jpg;"DIPINTO";"";"PAESAGGIO CON SAN GIOVANNI BATTISTA";"OA_2.00";"18 00053965";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVII ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 48.5, largh. 66, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";" Posizione: SUL RETRO DELLA TELA; B. N. 24";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133055_dd000488.jpg;"DIPINTO";"";"PAESAGGIO BOSCOSO CON FIGURA";"OA_2.00";"18 00053967";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 81.6, largh. 66.9, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
;"DIPINTO";"";"PAESAGGIO FLUVIALE";"OA_2.00";"18 00053968";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 31.7, largh. 56.8, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133058_dd000491.jpg;"DIPINTO";"";"PAESAGGIO CON ALBERI";"OA_2.00";"18 00053970";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TELA";"alt. 49.4, largh. 65.2, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132940_dd000370.jpg;"BASAMENTO DI COLONNA, FRAMMENTO";"";"";"OA_2.00";"18 00053855";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVI/ XVII ; 1500  - 1699 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"PIETRA SCOLPITAARENARIA";"alt. 14, largh. 29.2, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, POLISTENA";"";"";"";"";"";"";"BASAMENTO DI COLONNA";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.; Aggiornamento-revisione: ICCD (2001); ";"1995";"2001";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132941_dd000371.jpg;"lapide, sepolcrale";"";"";"OA_2.00";"18 00053856";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XVIII ; 1757  - 1757 [DATA]";"BOTTEGA LOCALE";"";"MARMO SCOLPITO";"alt. 114.5, largh. 76, sp. 6.5";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"STEMMI, EMBLEMI, MARCHI: Classe di appartenenza: STEMMA, Identificazione: FAMIGLIA CHITTI, Quantità: 1, Posizione: IN ALTO, ";" Posizione: IN BASSO ALLO STEMMA; ADM. REV.ABBAS D:MICHAEL ARCHIPRAESBYTER CHITTI ET/V.I.DR: D CAROLVS EIVSFRATER, PRO EORVM, AC/COETERORVM DE EADEM FAMILIA. DESCENDENTIVM/BVSTIS TVMVLANDIS/ HOC SEPVLCRUM PARAVERVNT ANNO DOMINI/ 1757";"";"RC, POLISTENA";"";"";"";"";"";"";"lapide, sepolcrale";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.; Aggiornamento-revisione: ICCD (2001); ";"1995";"2001";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132945_dd000375.jpg;"RILIEVO, FRAMMENTO";"";"";"OA_2.00";"18 00053860";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XVIII ; 1720  - 1729 [DATA]";"BOTTEGA LOCALE";"";"PIETRA SCOLPITA";"alt. 58.5, largh. 37.5, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"IN BASSO AD UNA CROCE SCOLPITA ENTRO UNA LOSANGA E' UNA DATA";"";"";"RC, POLISTENA";"";"";"";"";"";"";"RILIEVO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132948_dd000378.jpg;"MASCHERONE";"";"";"OA_2.00";"18 00053863";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XVIII ; 1700  - 1799 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"PIETRA SCOLPITA";"alt. 31, largh. 30.5, prof. 18, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, POLISTENA";"";"";"";"";"";"";"MASCHERONE";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132953_dd000383.jpg;"RILIEVO, FRAMMENTO";"";"";"OA_2.00";"18 00053868";"RC, POLISTENA";"MUSEO CIVICO";"SECC. XVI/ XVIII ; 1500  - 1799 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"MARMO SCOLPITO";"alt. 38, largh. 46.6, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"SI TRATTA DELLA PARTE SUPERIORESTEMMI, EMBLEMI, MARCHI: Classe di appartenenza: STEMMA, Identificazione: NON IDENTIFICABILE, Quantità: 1, ";"";"";"RC, POLISTENA";"";"";"";"";"";"";"RILIEVO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132959_dd000389.jpg;"MENSOLA DI BALCONE";"";"";"OA_2.00";"18 00053874";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XIX ; 1700  - 1799 [ANALISI STILISTICA]";"BOTTEGA LOCALE";"";"PIETRA SCOLPITA";"alt. 27, largh. 19.5, prof. 49, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"SULLA FRONTE E' UNA MASCHERA ORMAI QUASI ILLEGGIBILE";"";"";"RC, POLISTENA";"";"";"";"";"";"";"MENSOLA DI BALCONE";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132903_dd000333.jpg;"DIPINTO";"";"RITRATTO D'UOMO V. RITRATTO MASCHILE";"OA_2.00";"18 00053819";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO CALABRESE";"";"OLIO SU TELA";"alt. 45.2, largh. 38.3, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"POTREBBE TRATTARSI DI UN PRELATO";"";"";"RC, POLISTENA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133060_dd000493.jpg;"DIPINTO";"";"PAESAGGIO RURALE CON FIGURE";"OA_2.00";"18 00053972";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, PRIMO PIANO, UFFICIO CATALOGO";"SEC. XVII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 30.5, largh. 73.7, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";" Posizione: SUL RETRO DELLA TELA; RESTAURATO DAL/ PROF. MICHELE PRESTIPINO / DA REGGIO CAL/1957";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133061_dd000494.jpg;"DIPINTO";"";"PAESAGGIO RURALE CON SCENA DI PASCOLO";"OA_2.00";"18 00053973";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, PRIMO PIANO, UFFICIO CATALOGO";"SEC. XVII ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 31.4, largh. 74.5, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";" Posizione: SUL RETRO DELLA TELA; RESTAURATO DAL/ PROF. MICHELE PRESTIPINO DA/ REGGIO CAL. 1960";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133063_dd000496.jpg;"DIPINTO";"";"SCENA DI SACRIFICIO";"OA_2.00";"18 00053975";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SECC. XVIII/ XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"vetro dipinto";"alt. 26.9, largh. 32.6, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";" Posizione: IN BASSO; IL SACRIFICIO CHE FA MOISE'";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.; Aggiornamento-revisione: ICCD (2001); ";"1995";"2001";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133066_dd000499.jpg;"DIPINTO";"";"SCENA DI RICREAZIONE AL MARE";"OA_2.00";"18 00053978";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, PRIMO PIANO, SEZIONE DIDATTICA";"SEC. XVIII ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO NAPOLETANO";"";"OLIO SU TELA";"alt. 71.4, largh. 119.6, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"HA CORNICE IN LEGNO INTAGLIATO E DORATO";" Posizione: SUL RETRO DELLA TELA; RESTAURATO DAL/ PROF. MICHELE PRESTIPINO DA/ REGGIO CAL. / 1962";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133068_dd000501.jpg;"DIPINTO";"";"CREAZIONE DI EVA";"OA_2.00";"18 00053980";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVI Seconda metà; 1650  - 1699 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU TAVOLA";"alt. 34, largh. 30.6, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132914_dd000344.jpg;"SCULTURA";"";"MADONNA CON BAMBINO";"OA_2.00";"18 00053830";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XVIII FINE; 1790  - 1799 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"TERRACOTTA DIPINTA";"alt. 32, largh. 18.2, prof. 13.3, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, POLISTENA";"";"";"";"";"";"";"SCULTURA";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133037_dd000470.jpg;"DIPINTO";"";"RUPE SUL MARE IN BURRASCA";"OA_2.00";"18 00053949";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO MERIDIONALE";"";"OLIO SU CARTONE";"alt. 37.6, largh. 26.8, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133038_dd000471.jpg;"DIPINTO";"";"RITRATTO MASCHILE";"OA_2.00";"18 00053950";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVIII ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO LOCALE";"";"OLIO SU TELA";"alt. 98, largh. 72, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"IL PERSONAGGIO E' RITRATTO SEDUTO, PRESSO UNA LIBRERIA";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6133040_dd000473.jpg;"DIPINTO";"ANNUNCIAZIONE";"ANGELO ANNUNCIANTE V. ANCHE MADONNA ANNUNCIATA ANNUNCIAZIONE";"OA_2.00";"18 00053952";"RC, REGGIO CALABRIA";"MUSEO ARCHEOLOGICO NAZIONALE, LABORATORIO DI RESTAURO, SOPPALCO";"SEC. XVII ; 1700  - 1799 [ANALISI STILISTICA]";"AMBITO CALABRESE";"";"OLIO SU TELA";"alt. 94, largh. 120.1, ";"PROPRIETA' ENTE LOCALE, COMUNE DI REGGIO CALABRIA";"";"";"";"RC, REGGIO CALABRIA";"";"";"";"";"";"";"DIPINTO";"";"";"";"RC";"REGGIO CALABRIA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";;
http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12500/ICCD6132954_dd000384.jpg;"SCULTURA, FRAMMENTO";"";"TESTA DI VESCOVO";"OA_2.00";"18 00053869";"RC, POLISTENA";"MUSEO CIVICO";"SEC. XIX ; 1800  - 1899 [ANALISI STILISTICA]";"AMBITO CALABRESE";"";"LEGNO DIPINTO/ SCOLPITO";"alt. 48, largh. 19.3, ";"PROPRIETA' ENTE LOCALE, COMUNE DI POLISTENA";"";"";"";"RC, POLISTENA";"";"";"";"";"";"";"SCULTURA";"";"";"";"RC";"POLISTENA";"";"";"";"";"";"";"";"";"";"C337 (L.160/88)";"S14";"Compilatore scheda: LOJACONO L.; Funzionario responsabile: IANNACE R.";"1995";"";38.412255;16.059411
